order_number,product_key,cust_id,order_date,ship_date,due_date,sales,quantity,price
SO68054,SJ_0194_X,26368,2013-10-09,2013-10-16,2013-10-21,54,1,54
SO68055,WB_H098,23945,2013-10-09,2013-10-16,2013-10-21,5,1,5
SO68056,TI_R092,24856,2013-10-09,2013-10-16,2013-10-21,21,1,21
SO68056,TT_R982,24856,2013-10-09,2013-10-16,2013-10-21,4,1,4
SO68056,PK_7098,24856,2013-10-09,2013-10-16,2013-10-21,2,1,2
SO68057,TI_R092,12476,2013-10-09,2013-10-16,2013-10-21,21,1,21
SO68057,PK_7098,12476,2013-10-09,2013-10-16,2013-10-21,2,1,2
SO68058,TI_T723,27312,2013-10-09,2013-10-16,2013-10-21,29,1,29
SO68058,TT_T092,27312,2013-10-09,2013-10-16,2013-10-21,5,1,5
SO68059,FE_6654,13242,2013-10-09,2013-10-16,2013-10-21,22,1,22
SO68059,HL_U509_B,13242,2013-10-09,2013-10-16,2013-10-21,35,1,35
SO68060,CA_1098,12664,2013-10-09,2013-10-16,2013-10-21,9,1,9
SO68061,BK_M38S_38,14895,2013-10-09,2013-10-16,2013-10-21,769,1,769
SO68061,HL_U509_B,14895,2013-10-09,2013-10-16,2013-10-21,35,1,35
SO68062,BK_M38S_40,15016,2013-10-09,2013-10-16,2013-10-21,769,1,769
SO68062,TI_M602,15016,2013-10-09,2013-10-16,2013-10-21,30,1,30
SO68063,BK_M68B_46,16653,2013-10-09,2013-10-16,2013-10-21,2295,1,2295
SO68063,TI_M823,16653,2013-10-09,2013-10-16,2013-10-21,35,1,35
SO68063,TT_M928,16653,2013-10-09,2013-10-16,2013-10-21,5,1,5
SO68063,FE_6654,16653,2013-10-09,2013-10-16,2013-10-21,22,1,22
SO68063,HY_1023_70,16653,2013-10-09,2013-10-16,2013-10-21,55,1,55
SO68064,BK_T79U_46,26230,2013-10-09,2013-10-16,2013-10-21,2384,1,2384
SO68064,WB_H098,26230,2013-10-09,2013-10-16,2013-10-21,5,1,5
SO68064,BC_R205,26230,2013-10-09,2013-10-16,2013-10-21,9,1,9
SO68065,BK_M68B_42,15223,2013-10-09,2013-10-16,2013-10-21,2295,1,2295
SO68066,BK_R64Y_40,26746,2013-10-09,2013-10-16,2013-10-21,1120,1,1120
SO68066,HL_U509_B,26746,2013-10-09,2013-10-16,2013-10-21,35,1,35
SO68066,CA_1098,26746,2013-10-09,2013-10-16,2013-10-21,9,1,9
SO68066,SJ_0194_M,26746,2013-10-09,2013-10-16,2013-10-21,54,1,54
SO68067,BK_R19B_44,29297,2013-10-09,2013-10-16,2013-10-21,540,1,540
SO68067,WB_H098,29297,2013-10-09,2013-10-16,2013-10-21,5,1,5
SO68067,BC_R205,29297,2013-10-09,2013-10-16,2013-10-21,9,1,9
SO68067,HL_U509,29297,2013-10-09,2013-10-16,2013-10-21,35,1,35
SO68067,GL_H102_S,29297,2013-10-09,2013-10-16,2013-10-21,24,1,24
SO68068,BK_R19B_58,25567,2013-10-09,2013-10-16,2013-10-21,540,1,540
SO68069,BK_R89B_48,21899,2013-10-09,2013-10-16,2013-10-21,2443,1,2443
SO68069,TI_R982,21899,2013-10-09,2013-10-16,2013-10-21,33,1,33
SO68069,TT_R982,21899,2013-10-09,2013-10-16,2013-10-21,4,1,4
SO68069,PK_7098,21899,2013-10-09,2013-10-16,2013-10-21,2,1,2
SO68070,BK_M38S_46,11372,2013-10-09,2013-10-16,2013-10-21,769,1,769
SO68070,SH_W890_L,11372,2013-10-09,2013-10-16,2013-10-21,70,1,70
SO68071,BK_T79Y_46,27104,2013-10-09,2013-10-16,2013-10-21,2384,1,2384
SO68071,HL_U509_B,27104,2013-10-09,2013-10-16,2013-10-21,35,1,35
SO68072,BK_T18U_62,29265,2013-10-09,2013-10-16,2013-10-21,742,1,742
SO68073,BK_R19B_44,23453,2013-10-09,2013-10-16,2013-10-21,540,1,540
SO68073,BC_R205,23453,2013-10-09,2013-10-16,2013-10-21,9,1,9
SO68073,WB_H098,23453,2013-10-09,2013-10-16,2013-10-21,5,1,5
SO68073,GL_H102_S,23453,2013-10-09,2013-10-16,2013-10-21,24,1,24
SO68073,SJ_0194_X,23453,2013-10-09,2013-10-16,2013-10-21,54,1,54
SO68074,BK_R19B_44,23359,2013-10-09,2013-10-16,2013-10-21,540,1,540
SO68075,BK_R19B_52,19206,2013-10-09,2013-10-16,2013-10-21,540,1,540
SO68075,BC_R205,19206,2013-10-09,2013-10-16,2013-10-21,9,1,9
SO68075,WB_H098,19206,2013-10-09,2013-10-16,2013-10-21,5,1,5
SO68076,BK_R64Y_42,21484,2013-10-09,2013-10-16,2013-10-21,1120,1,1120
SO68077,BK_R64Y_40,21282,2013-10-09,2013-10-16,2013-10-21,1120,1,1120
SO68078,BK_R64Y_44,21424,2013-10-09,2013-10-16,2013-10-21,1120,1,1120
SO68078,LJ_0192_L,21424,2013-10-09,2013-10-16,2013-10-21,50,1,50
SO68079,BK_R79Y_44,18543,2013-10-09,2013-10-16,2013-10-21,1701,1,1701
SO68079,HL_U509_B,18543,2013-10-09,2013-10-16,2013-10-21,35,1,35
SO68080,BK_R79Y_48,23592,2013-10-09,2013-10-16,2013-10-21,1701,1,1701
SO68081,BK_R19B_58,23231,2013-10-09,2013-10-16,2013-10-21,540,1,540
SO68081,BC_R205,23231,2013-10-09,2013-10-16,2013-10-21,9,1,9
SO68081,WB_H098,23231,2013-10-09,2013-10-16,2013-10-21,5,1,5
SO68081,HL_U509_B,23231,2013-10-09,2013-10-16,2013-10-21,35,1,35
SO68081,CA_1098,23231,2013-10-09,2013-10-16,2013-10-21,9,1,9
SO68082,BK_R19B_58,24214,2013-10-09,2013-10-16,2013-10-21,540,1,540
SO68082,HL_U509_R,24214,2013-10-09,2013-10-16,2013-10-21,35,1,35
SO68082,CA_1098,24214,2013-10-09,2013-10-16,2013-10-21,9,1,9
SO68083,BK_R19B_48,14160,2013-10-09,2013-10-16,2013-10-21,540,1,540
SO68083,TT_R982,14160,2013-10-09,2013-10-16,2013-10-21,4,1,4
SO68083,TI_R092,14160,2013-10-09,2013-10-16,2013-10-21,21,1,21
SO68083,ST_1401,14160,2013-10-09,2013-10-16,2013-10-21,159,1,159
SO68084,BK_T79U_50,11421,2013-10-09,2013-10-16,2013-10-21,2384,1,2384
SO68085,BK_T18U_50,29463,2013-10-09,2013-10-16,2013-10-21,742,1,742
SO68085,BC_R205,29463,2013-10-09,2013-10-16,2013-10-21,9,1,9
SO68086,BK_T79U_46,12685,2013-10-09,2013-10-16,2013-10-21,2384,1,2384
SO68086,SJ_0194_L,12685,2013-10-09,2013-10-16,2013-10-21,54,1,54
SO68087,BK_T79Y_54,12694,2013-10-09,2013-10-16,2013-10-21,2384,1,2384
SO68088,BK_T79Y_50,13001,2013-10-09,2013-10-16,2013-10-21,2384,1,2384
SO68088,TI_T723,13001,2013-10-09,2013-10-16,2013-10-21,29,1,29
SO68088,TT_T092,13001,2013-10-09,2013-10-16,2013-10-21,5,1,5
SO68089,BK_M38S_40,17277,2013-10-10,2013-10-17,2013-10-22,769,1,769
SO68089,SH_W890_L,17277,2013-10-10,2013-10-17,2013-10-22,70,1,70
SO68089,CA_1098,17277,2013-10-10,2013-10-17,2013-10-22,9,1,9
SO68090,LJ_0192_X,12087,2013-10-10,2013-10-17,2013-10-22,50,1,50
SO68091,HL_U509_R,11223,2013-10-10,2013-10-17,2013-10-22,35,1,35
SO68092,TT_M928,12704,2013-10-10,2013-10-17,2013-10-22,5,1,5
SO68092,TI_M267,12704,2013-10-10,2013-10-17,2013-10-22,25,1,25
SO68093,TI_M823,21170,2013-10-10,2013-10-17,2013-10-22,35,1,35
SO68093,TT_M928,21170,2013-10-10,2013-10-17,2013-10-22,5,1,5
SO68093,HL_U509_B,21170,2013-10-10,2013-10-17,2013-10-22,35,1,35
SO68094,WB_H098,19753,2013-10-10,2013-10-17,2013-10-22,5,1,5
SO68095,SJ_0194_L,18720,2013-10-10,2013-10-17,2013-10-22,54,1,54
SO68096,BK_M38S_38,16410,2013-10-10,2013-10-17,2013-10-22,769,1,769
SO68096,FE_6654,16410,2013-10-10,2013-10-17,2013-10-22,22,1,22
SO68096,CL_9009,16410,2013-10-10,2013-10-17,2013-10-22,8,1,8
SO68097,BK_M68S_46,12747,2013-10-10,2013-10-17,2013-10-22,2320,1,2320
SO68097,BC_M005,12747,2013-10-10,2013-10-17,2013-10-22,10,1,10
SO68097,WB_H098,12747,2013-10-10,2013-10-17,2013-10-22,5,1,5
SO68098,BK_M68S_38,17825,2013-10-10,2013-10-17,2013-10-22,2320,1,2320
SO68098,FE_6654,17825,2013-10-10,2013-10-17,2013-10-22,22,1,22
SO68098,LJ_0192_M,17825,2013-10-10,2013-10-17,2013-10-22,50,1,50
SO68098,SO_R809_M,17825,2013-10-10,2013-10-17,2013-10-22,9,1,9
SO68099,BK_M68S_38,19036,2013-10-10,2013-10-17,2013-10-22,2320,1,2320
SO68100,BK_M68S_42,19041,2013-10-10,2013-10-17,2013-10-22,2320,1,2320
SO68100,TI_M823,19041,2013-10-10,2013-10-17,2013-10-22,35,1,35
SO68100,HL_U509_R,19041,2013-10-10,2013-10-17,2013-10-22,35,1,35
SO68101,BK_M18S_48,17990,2013-10-10,2013-10-17,2013-10-22,565,1,565
SO68101,FE_6654,17990,2013-10-10,2013-10-17,2013-10-22,22,1,22
SO68101,BC_M005,17990,2013-10-10,2013-10-17,2013-10-22,10,1,10
SO68102,BK_R79Y_48,25751,2013-10-10,2013-10-17,2013-10-22,1701,1,1701
SO68102,CA_1098,25751,2013-10-10,2013-10-17,2013-10-22,9,1,9
SO68102,LJ_0192_L,25751,2013-10-10,2013-10-17,2013-10-22,50,1,50
SO68103,CA_1098,11726,2013-10-10,2013-10-17,2013-10-22,9,1,9
SO68103,SJ_0194_X,11726,2013-10-10,2013-10-17,2013-10-22,54,1,54
SO68104,TT_T092,11502,2013-10-10,2013-10-17,2013-10-22,5,1,5
SO68104,PK_7098,11502,2013-10-10,2013-10-17,2013-10-22,2,1,2
SO68105,PK_7098,28016,2013-10-10,2013-10-17,2013-10-22,2,1,2
SO68106,TI_R092,28050,2013-10-10,2013-10-17,2013-10-22,21,1,21
SO68107,TI_M267,11845,2013-10-10,2013-10-17,2013-10-22,25,1,25
SO68107,TT_M928,11845,2013-10-10,2013-10-17,2013-10-22,5,1,5
SO68107,HL_U509_B,11845,2013-10-10,2013-10-17,2013-10-22,35,1,35
SO68108,TI_T723,26709,2013-10-10,2013-10-17,2013-10-22,29,1,29
SO68108,TT_T092,26709,2013-10-10,2013-10-17,2013-10-22,5,1,5
SO68108,HL_U509_B,26709,2013-10-10,2013-10-17,2013-10-22,35,1,35
SO68109,TT_R982,15468,2013-10-10,2013-10-17,2013-10-22,4,1,4
SO68109,TI_R982,15468,2013-10-10,2013-10-17,2013-10-22,33,1,33
SO68109,PK_7098,15468,2013-10-10,2013-10-17,2013-10-22,2,1,2
SO68109,ST_1401,15468,2013-10-10,2013-10-17,2013-10-22,159,1,159
SO68109,VE_C304_S,15468,2013-10-10,2013-10-17,2013-10-22,64,1,64
SO68110,TI_R982,24634,2013-10-10,2013-10-17,2013-10-22,33,1,33
SO68110,TT_R982,24634,2013-10-10,2013-10-17,2013-10-22,4,1,4
SO68110,HL_U509_B,24634,2013-10-10,2013-10-17,2013-10-22,35,1,35
SO68110,LJ_0192_S,24634,2013-10-10,2013-10-17,2013-10-22,50,1,50
SO68110,SO_R809_L,24634,2013-10-10,2013-10-17,2013-10-22,9,1,9
SO68111,TI_M602,12936,2013-10-10,2013-10-17,2013-10-22,30,1,30
SO68111,PK_7098,12936,2013-10-10,2013-10-17,2013-10-22,2,1,2
SO68112,TI_M602,23497,2013-10-10,2013-10-17,2013-10-22,30,1,30
SO68113,TI_M602,18054,2013-10-10,2013-10-17,2013-10-22,30,1,30
SO68113,TT_M928,18054,2013-10-10,2013-10-17,2013-10-22,5,1,5
SO68113,HL_U509,18054,2013-10-10,2013-10-17,2013-10-22,35,1,35
SO68114,SH_W890_L,11530,2013-10-10,2013-10-17,2013-10-22,70,1,70
SO68115,SH_W890_M,20123,2013-10-10,2013-10-17,2013-10-22,70,1,70
SO68115,CA_1098,20123,2013-10-10,2013-10-17,2013-10-22,9,1,9
SO68115,SJ_0194_S,20123,2013-10-10,2013-10-17,2013-10-22,54,1,54
SO68116,SH_W890_M,18861,2013-10-10,2013-10-17,2013-10-22,70,1,70
SO68116,VE_C304_S,18861,2013-10-10,2013-10-17,2013-10-22,64,1,64
SO68117,WB_H098,11330,2013-10-10,2013-10-17,2013-10-22,5,1,5
SO68118,WB_H098,16904,2013-10-10,2013-10-17,2013-10-22,5,1,5
SO68119,TT_M928,15814,2013-10-10,2013-10-17,2013-10-22,5,1,5
SO68119,HL_U509_B,15814,2013-10-10,2013-10-17,2013-10-22,35,1,35
SO68119,SJ_0194_M,15814,2013-10-10,2013-10-17,2013-10-22,54,1,54
SO68120,TT_M928,16325,2013-10-10,2013-10-17,2013-10-22,5,1,5
SO68121,TT_M928,18162,2013-10-10,2013-10-17,2013-10-22,5,1,5
SO68121,PK_7098,18162,2013-10-10,2013-10-17,2013-10-22,2,1,2
SO68122,TI_M823,14710,2013-10-10,2013-10-17,2013-10-22,35,1,35
SO68122,TT_M928,14710,2013-10-10,2013-10-17,2013-10-22,5,1,5
SO68123,VE_C304_L,26906,2013-10-10,2013-10-17,2013-10-22,64,1,64
SO68123,TT_R982,26906,2013-10-10,2013-10-17,2013-10-22,4,1,4
SO68124,TI_R092,25797,2013-10-10,2013-10-17,2013-10-22,21,1,21
SO68125,TI_R092,25684,2013-10-10,2013-10-17,2013-10-22,21,1,21
SO68125,PK_7098,25684,2013-10-10,2013-10-17,2013-10-22,2,1,2
SO68126,TI_T723,13604,2013-10-10,2013-10-17,2013-10-22,29,1,29
SO68126,TT_T092,13604,2013-10-10,2013-10-17,2013-10-22,5,1,5
SO68126,BC_R205,13604,2013-10-10,2013-10-17,2013-10-22,9,1,9
SO68126,WB_H098,13604,2013-10-10,2013-10-17,2013-10-22,5,1,5
SO68126,HL_U509_R,13604,2013-10-10,2013-10-17,2013-10-22,35,1,35
SO68126,LJ_0192_M,13604,2013-10-10,2013-10-17,2013-10-22,50,1,50
SO68127,TT_T092,25517,2013-10-10,2013-10-17,2013-10-22,5,1,5
SO68127,HL_U509_B,25517,2013-10-10,2013-10-17,2013-10-22,35,1,35
SO68128,FE_6654,13244,2013-10-10,2013-10-17,2013-10-22,22,1,22
SO68128,HL_U509_B,13244,2013-10-10,2013-10-17,2013-10-22,35,1,35
SO68128,GL_H102_L,13244,2013-10-10,2013-10-17,2013-10-22,24,1,24
SO68129,BK_M68S_42,18389,2013-10-10,2013-10-17,2013-10-22,2320,1,2320
SO68129,FE_6654,18389,2013-10-10,2013-10-17,2013-10-22,22,1,22
SO68129,HL_U509_B,18389,2013-10-10,2013-10-17,2013-10-22,35,1,35
SO68129,GL_H102_S,18389,2013-10-10,2013-10-17,2013-10-22,24,1,24
SO68130,BK_M68B_42,16839,2013-10-10,2013-10-17,2013-10-22,2295,1,2295
SO68131,BK_M38S_38,15283,2013-10-10,2013-10-17,2013-10-22,769,1,769
SO68131,FE_6654,15283,2013-10-10,2013-10-17,2013-10-22,22,1,22
SO68131,LJ_0192_X,15283,2013-10-10,2013-10-17,2013-10-22,50,1,50
SO68131,GL_H102_L,15283,2013-10-10,2013-10-17,2013-10-22,24,1,24
SO68132,BK_M68S_42,16645,2013-10-10,2013-10-17,2013-10-22,2320,1,2320
SO68132,TI_M823,16645,2013-10-10,2013-10-17,2013-10-22,35,1,35
SO68132,PK_7098,16645,2013-10-10,2013-10-17,2013-10-22,2,1,2
SO68133,BK_M68B_38,12915,2013-10-10,2013-10-17,2013-10-22,2295,1,2295
SO68133,BC_M005,12915,2013-10-10,2013-10-17,2013-10-22,10,1,10
SO68133,WB_H098,12915,2013-10-10,2013-10-17,2013-10-22,5,1,5
SO68133,CL_9009,12915,2013-10-10,2013-10-17,2013-10-22,8,1,8
SO68134,BK_T79U_54,12131,2013-10-10,2013-10-17,2013-10-22,2384,1,2384
SO68134,HL_U509_B,12131,2013-10-10,2013-10-17,2013-10-22,35,1,35
SO68134,LJ_0192_L,12131,2013-10-10,2013-10-17,2013-10-22,50,1,50
SO68135,BK_R19B_58,24270,2013-10-10,2013-10-17,2013-10-22,540,1,540
SO68135,BC_R205,24270,2013-10-10,2013-10-17,2013-10-22,9,1,9
SO68135,WB_H098,24270,2013-10-10,2013-10-17,2013-10-22,5,1,5
SO68135,HY_1023_70,24270,2013-10-10,2013-10-17,2013-10-22,55,1,55
SO68135,SJ_0194_L,24270,2013-10-10,2013-10-17,2013-10-22,54,1,54
SO68136,BK_R19B_58,27710,2013-10-10,2013-10-17,2013-10-22,540,1,540
SO68136,TI_R092,27710,2013-10-10,2013-10-17,2013-10-22,21,1,21
SO68136,PK_7098,27710,2013-10-10,2013-10-17,2013-10-22,2,1,2
SO68137,BK_M18S_52,12583,2013-10-10,2013-10-17,2013-10-22,565,1,565
SO68137,BC_M005,12583,2013-10-10,2013-10-17,2013-10-22,10,1,10
SO68138,BK_T79U_60,14605,2013-10-10,2013-10-17,2013-10-22,2384,1,2384
SO68138,BC_R205,14605,2013-10-10,2013-10-17,2013-10-22,9,1,9
SO68138,WB_H098,14605,2013-10-10,2013-10-17,2013-10-22,5,1,5
SO68138,HL_U509_B,14605,2013-10-10,2013-10-17,2013-10-22,35,1,35
SO68139,BK_T79U_50,22877,2013-10-10,2013-10-17,2013-10-22,2384,1,2384
SO68140,BK_T79U_60,24798,2013-10-10,2013-10-17,2013-10-22,2384,1,2384
SO68140,WB_H098,24798,2013-10-10,2013-10-17,2013-10-22,5,1,5
SO68140,BC_R205,24798,2013-10-10,2013-10-17,2013-10-22,9,1,9
SO68140,SO_R809_L,24798,2013-10-10,2013-10-17,2013-10-22,9,1,9
SO68141,BK_T44U_46,23866,2013-10-10,2013-10-17,2013-10-22,1215,1,1215
SO68141,HL_U509_R,23866,2013-10-10,2013-10-17,2013-10-22,35,1,35
SO68142,BK_T44U_60,28664,2013-10-10,2013-10-17,2013-10-22,1215,1,1215
SO68143,BK_R64Y_48,20209,2013-10-10,2013-10-17,2013-10-22,1120,1,1120
SO68143,BC_R205,20209,2013-10-10,2013-10-17,2013-10-22,9,1,9
SO68143,WB_H098,20209,2013-10-10,2013-10-17,2013-10-22,5,1,5
SO68143,HL_U509_R,20209,2013-10-10,2013-10-17,2013-10-22,35,1,35
SO68143,LJ_0192_X,20209,2013-10-10,2013-10-17,2013-10-22,50,1,50
SO68144,BK_R79Y_40,18562,2013-10-10,2013-10-17,2013-10-22,1701,1,1701
SO68144,TI_R628,18562,2013-10-10,2013-10-17,2013-10-22,25,1,25
SO68144,TT_R982,18562,2013-10-10,2013-10-17,2013-10-22,4,1,4
SO68144,PK_7098,18562,2013-10-10,2013-10-17,2013-10-22,2,1,2
SO68145,BK_R79Y_42,18371,2013-10-10,2013-10-17,2013-10-22,1701,1,1701
SO68145,SJ_0194_L,18371,2013-10-10,2013-10-17,2013-10-22,54,1,54
SO68146,BK_R19B_52,27909,2013-10-10,2013-10-17,2013-10-22,540,1,540
SO68146,SO_R809_M,27909,2013-10-10,2013-10-17,2013-10-22,9,1,9
SO68147,BK_R19B_52,28367,2013-10-10,2013-10-17,2013-10-22,540,1,540
SO68147,TT_R982,28367,2013-10-10,2013-10-17,2013-10-22,4,1,4
SO68147,TI_R092,28367,2013-10-10,2013-10-17,2013-10-22,21,1,21
SO68147,HL_U509_R,28367,2013-10-10,2013-10-17,2013-10-22,35,1,35
SO68148,BK_R19B_58,24191,2013-10-10,2013-10-17,2013-10-22,540,1,540
SO68149,BK_T18U_62,14666,2013-10-10,2013-10-17,2013-10-22,742,1,742
SO68149,SJ_0194_S,14666,2013-10-10,2013-10-17,2013-10-22,54,1,54
SO68149,GL_H102_M,14666,2013-10-10,2013-10-17,2013-10-22,24,1,24
SO68150,BK_R79Y_40,18047,2013-10-10,2013-10-17,2013-10-22,1701,1,1701
SO68150,HL_U509_R,18047,2013-10-10,2013-10-17,2013-10-22,35,1,35
SO68151,GL_H102_L,11091,2013-10-11,2013-10-18,2013-10-23,24,1,24
SO68151,RA_H123,11091,2013-10-11,2013-10-18,2013-10-23,120,1,120
SO68152,CA_1098,28610,2013-10-11,2013-10-18,2013-10-23,9,1,9
SO68153,TI_M267,12692,2013-10-11,2013-10-18,2013-10-23,25,1,25
SO68153,TT_M928,12692,2013-10-11,2013-10-18,2013-10-23,5,1,5
SO68153,RA_H123,12692,2013-10-11,2013-10-18,2013-10-23,120,1,120
SO68154,TI_R628,15822,2013-10-11,2013-10-18,2013-10-23,25,1,25
SO68154,TT_R982,15822,2013-10-11,2013-10-18,2013-10-23,4,1,4
SO68155,FE_6654,19101,2013-10-11,2013-10-18,2013-10-23,22,1,22
SO68155,BC_M005,19101,2013-10-11,2013-10-18,2013-10-23,10,1,10
SO68155,WB_H098,19101,2013-10-11,2013-10-18,2013-10-23,5,1,5
SO68155,CA_1098,19101,2013-10-11,2013-10-18,2013-10-23,9,1,9
SO68156,TT_R982,12691,2013-10-11,2013-10-18,2013-10-23,4,1,4
SO68156,HL_U509_B,12691,2013-10-11,2013-10-18,2013-10-23,35,1,35
SO68157,TT_T092,28929,2013-10-11,2013-10-18,2013-10-23,5,1,5
SO68157,PK_7098,28929,2013-10-11,2013-10-18,2013-10-23,2,1,2
SO68158,LJ_0192_M,13972,2013-10-11,2013-10-18,2013-10-23,50,1,50
SO68159,BK_M38S_42,16417,2013-10-11,2013-10-18,2013-10-23,769,1,769
SO68159,LJ_0192_L,16417,2013-10-11,2013-10-18,2013-10-23,50,1,50
SO68160,BK_M68B_46,14770,2013-10-11,2013-10-18,2013-10-23,2295,1,2295
SO68160,HL_U509_B,14770,2013-10-11,2013-10-18,2013-10-23,35,1,35
SO68161,BK_M68B_46,12522,2013-10-11,2013-10-18,2013-10-23,2295,1,2295
SO68161,BC_M005,12522,2013-10-11,2013-10-18,2013-10-23,10,1,10
SO68161,WB_H098,12522,2013-10-11,2013-10-18,2013-10-23,5,1,5
SO68162,BK_M18S_44,19299,2013-10-11,2013-10-18,2013-10-23,565,1,565
SO68162,FE_6654,19299,2013-10-11,2013-10-18,2013-10-23,22,1,22
SO68163,BK_R79Y_40,17963,2013-10-11,2013-10-18,2013-10-23,1701,1,1701
SO68163,LJ_0192_X,17963,2013-10-11,2013-10-18,2013-10-23,50,1,50
SO68164,TT_R982,29212,2013-10-11,2013-10-18,2013-10-23,4,1,4
SO68164,TI_R628,29212,2013-10-11,2013-10-18,2013-10-23,25,1,25
SO68164,PK_7098,29212,2013-10-11,2013-10-18,2013-10-23,2,1,2
SO68164,ST_1401,29212,2013-10-11,2013-10-18,2013-10-23,159,1,159
SO68165,TT_T092,29028,2013-10-11,2013-10-18,2013-10-23,5,1,5
SO68165,PK_7098,29028,2013-10-11,2013-10-18,2013-10-23,2,1,2
SO68166,TT_T092,12136,2013-10-11,2013-10-18,2013-10-23,5,1,5
SO68167,TT_T092,28361,2013-10-11,2013-10-18,2013-10-23,5,1,5
SO68167,CA_1098,28361,2013-10-11,2013-10-18,2013-10-23,9,1,9
SO68168,TT_M928,26518,2013-10-11,2013-10-18,2013-10-23,5,1,5
SO68168,TI_M267,26518,2013-10-11,2013-10-18,2013-10-23,25,1,25
SO68168,PK_7098,26518,2013-10-11,2013-10-18,2013-10-23,2,1,2
SO68169,TI_R092,27655,2013-10-11,2013-10-18,2013-10-23,21,1,21
SO68170,TI_R982,25897,2013-10-11,2013-10-18,2013-10-23,33,1,33
SO68171,TI_M267,26087,2013-10-11,2013-10-18,2013-10-23,25,1,25
SO68171,TT_M928,26087,2013-10-11,2013-10-18,2013-10-23,5,1,5
SO68171,HL_U509_R,26087,2013-10-11,2013-10-18,2013-10-23,35,1,35
SO68172,TI_R982,25082,2013-10-11,2013-10-18,2013-10-23,33,1,33
SO68172,PK_7098,25082,2013-10-11,2013-10-18,2013-10-23,2,1,2
SO68173,BC_M005,21415,2013-10-11,2013-10-18,2013-10-23,10,1,10
SO68173,WB_H098,21415,2013-10-11,2013-10-18,2013-10-23,5,1,5
SO68173,HL_U509,21415,2013-10-11,2013-10-18,2013-10-23,35,1,35
SO68174,BC_M005,21809,2013-10-11,2013-10-18,2013-10-23,10,1,10
SO68174,WB_H098,21809,2013-10-11,2013-10-18,2013-10-23,5,1,5
SO68174,HL_U509_B,21809,2013-10-11,2013-10-18,2013-10-23,35,1,35
SO68175,BC_M005,20538,2013-10-11,2013-10-18,2013-10-23,10,1,10
SO68175,WB_H098,20538,2013-10-11,2013-10-18,2013-10-23,5,1,5
SO68175,SJ_0194_L,20538,2013-10-11,2013-10-18,2013-10-23,54,1,54
SO68176,SH_W890_M,19853,2013-10-11,2013-10-18,2013-10-23,70,1,70
SO68176,LJ_0192_S,19853,2013-10-11,2013-10-18,2013-10-23,50,1,50
SO68177,BC_M005,20414,2013-10-11,2013-10-18,2013-10-23,10,1,10
SO68177,VE_C304_M,20414,2013-10-11,2013-10-18,2013-10-23,64,1,64
SO68177,WB_H098,20414,2013-10-11,2013-10-18,2013-10-23,5,1,5
SO68178,SH_W890_S,18065,2013-10-11,2013-10-18,2013-10-23,70,1,70
SO68179,SH_W890_S,20752,2013-10-11,2013-10-18,2013-10-23,70,1,70
SO68180,SH_W890_S,29351,2013-10-11,2013-10-18,2013-10-23,70,1,70
SO68180,LJ_0192_L,29351,2013-10-11,2013-10-18,2013-10-23,50,1,50
SO68181,TT_R982,28426,2013-10-11,2013-10-18,2013-10-23,4,1,4
SO68181,TI_R092,28426,2013-10-11,2013-10-18,2013-10-23,21,1,21
SO68181,HL_U509_B,28426,2013-10-11,2013-10-18,2013-10-23,35,1,35
SO68182,TI_R092,12293,2013-10-11,2013-10-18,2013-10-23,21,1,21
SO68182,PK_7098,12293,2013-10-11,2013-10-18,2013-10-23,2,1,2
SO68183,TI_T723,28404,2013-10-11,2013-10-18,2013-10-23,29,1,29
SO68183,TT_T092,28404,2013-10-11,2013-10-18,2013-10-23,5,1,5
SO68183,WB_H098,28404,2013-10-11,2013-10-18,2013-10-23,5,1,5
SO68183,CA_1098,28404,2013-10-11,2013-10-18,2013-10-23,9,1,9
SO68183,BC_R205,28404,2013-10-11,2013-10-18,2013-10-23,9,1,9
SO68184,TT_M928,11301,2013-10-11,2013-10-18,2013-10-23,5,1,5
SO68184,TI_M823,11301,2013-10-11,2013-10-18,2013-10-23,35,1,35
SO68184,HL_U509,11301,2013-10-11,2013-10-18,2013-10-23,35,1,35
SO68184,SJ_0194_S,11301,2013-10-11,2013-10-18,2013-10-23,54,1,54
SO68185,LJ_0192_X,12513,2013-10-11,2013-10-18,2013-10-23,50,1,50
SO68185,CA_1098,12513,2013-10-11,2013-10-18,2013-10-23,9,1,9
SO68186,BK_M18B_40,19845,2013-10-11,2013-10-18,2013-10-23,540,1,540
SO68186,BC_M005,19845,2013-10-11,2013-10-18,2013-10-23,10,1,10
SO68186,WB_H098,19845,2013-10-11,2013-10-18,2013-10-23,5,1,5
SO68186,HL_U509,19845,2013-10-11,2013-10-18,2013-10-23,35,1,35
SO68186,LJ_0192_X,19845,2013-10-11,2013-10-18,2013-10-23,50,1,50
SO68187,BK_M38S_38,13056,2013-10-11,2013-10-18,2013-10-23,769,1,769
SO68187,SH_W890_M,13056,2013-10-11,2013-10-18,2013-10-23,70,1,70
SO68187,CA_1098,13056,2013-10-11,2013-10-18,2013-10-23,9,1,9
SO68188,BK_T18Y_58,27170,2013-10-11,2013-10-18,2013-10-23,742,1,742
SO68188,BC_R205,27170,2013-10-11,2013-10-18,2013-10-23,9,1,9
